sentence,eyewitnessed
Help victims of typhoon. Via SMS Text RED&lt;space&gt;AMOUNT to 2899 (Globe) or 4143 (Smart) #PrayForThePhilippines #FloodPH,NotEyewitness
"RT @ANCALERTS: Tropical Storm Maring at 540km northeast of Itbayat, Batanes, moving northwest at 19kph #MaringPH",NotEyewitness
Ok I feel safer na. Evacuated Jazzie to the nearest mall just to be sure. 🚘 🙏 #MaringPH,Eyewitness
What the heck? #MaringPH 😳 “@OngVicoy: Look what happened to SCTEX. 😔😣 http://t.co/8E52x3joPW”,Eyewitness
"RT @TheBromanceCrew: #kaBRO, wherever you are, YOU can be a HERO by helping the victims of #Habagat &amp; #MaringPH. Be a @kaBROlunteer or dona…",NotEyewitness
"RT @VictoryOrtigas: Yes, kids can help too! You can still send your donations until 6pm today. #reliefph #tulongpinoy http://t.co/ZRlhPEBN2C",NotEyewitness
#ph second tier cities development  important. Even a flood can shut down biznez #philippine wide if metro affected. Too centralized.,NotEyewitness
RT @dswdserves: @KookiberkSTARniKC @RC23STARWe have a surplus of pickup vehicles and not enough donations. Contact 09175128736. #reliefPH v…,NotEyewitness
RT @upictus: 2nd batch of donations (almost 200 pcs. of canned goods) on their way to @usc_upd 's Iskoperation. Thank you so much! #reliefPH,NotEyewitness
*praying* RT @PhilippineStar: PAGASA: #MaringPH may exit Phl area of responsibility tomorrow afternoon. | via @helenmflores,NotEyewitness
RT @RescuePH: #SafeNow based on our database. RT @annecurtismmith: #RescuePH Please check on Abegail Pascasio sa 104 E.Flores St. Malibay P…,NotEyewitness
"“@SMARTCares: Help victims of #MaringPH &amp; donate to the Red Cross. For Smart, text RED &lt;10,25,50, or 100&gt; to 4143 #SmartActs”",NotEyewitness
RT @inquirerdotnet: ADVISORY: RLC: Robinsons Malls waiving overnight parking fees for malls in #FloodPH affected areas | @Philbizwatcher @I…,NotEyewitness
"“After consults w/Philippine Govt, the US will provide an INITIAL 24.5 million p to flood victims via CRS/WFP wag sna mpunta lng sa bulsa",Eyewitness
How you donate for #ReliefPH via @rapplerdotcom: http://t.co/P14YmXRlzK,NotEyewitness
"#floodph #MaringPH Tumana, Marikina as of 6:10 PM http://t.co/YSxcz1T6qN",Eyewitness
RT @UPNSC2013_2014: RT @UPMUSC:#ReliefPH Relief Operations in UP Manila through USC and CSCs #ADRES@interaksyon @DZMMTeleRadyo @ANCALERTS h…,NotEyewitness
Wtf. Wanna play Temple Run for real? SCTex is the place. Monkeys are still in Subic though. Tsk tsk. :/ #MaringPH http://t.co/oFSviiGF7n,NotEyewitness
Together-Demi Lovatoft.Jason Derulo #nowplaying this ones for all the Filipinos who are keeping all 2gether dspite of the tragedy. #MaringPH,NotEyewitness
"RT @cbcpnews: Drop #reliefPH goods at @uapasia Univ of Asia &amp; the Pacific, Pearl Drive entrance or at Escriva Drive gate. Call 09177176212 …",NotEyewitness
RT @DivinemLee: JAE YOUNG LEE FAMILY of NOVALETA. Spoke to her. #safenow,NotEyewitness
RT @rapplerdotcom: 3 areas in Metro Manila under state of calamity http://t.co/X5Fy45cB00 #MaringPH,NotEyewitness
RT @Itsmojojoejoe: “@saielvi: 80% of Metro Manila is submerged in flood water. Thank You we're part of the 20% :(”,Eyewitness
Nice! RT @flyPAL: Flight Advisory as of 6PM: PAL mounts special flights for affected Zest Air passengers. http://t.co/R3XBm9LbwC #MaringPH,NotEyewitness
"RT @juanxi: Thank you to the #rescuePH team and all the amazing volunteers! Hopefully, #reliefPH mode na lang tayo bukas :)",NotEyewitness
RT @annecurtissmith: How to Volunteer for #reliefph via rappler http://t.co/in2NUja256,NotEyewitness
"RT @tonyocruz: If you're a blogger, help #ReliefPH efforts by blogging about how to bring aid to #MaringPH survivors, dropoff points for do…",NotEyewitness
"RT @YahooPH: RT @nababaha: Weather satellite feed as of Aug 20, 2013 07:00 PM. http://t.co/FDofVkpPwd #MaringPH",NotEyewitness
We need more manpower! #dswd #maringph #parasabayan http://t.co/Kx8ZnMbtl1,NotEyewitness
Taguig residents! Enderun's looking for food to oook and volunteers via @REACH_Enderun. #reliefPH #MaringPH,NotEyewitness
RT @kc_concepcion: Um... Floods. It's More Fun in the Philippines!!!   (not my photo) #Typhoon #Maring http://t.co/9KRy1fdovF,NotEyewitness
RT @ABSCBNNews: Record-high rainfall dumped in Metro Manila and nearby provinces due to #habagat and #MaringPH http://t.co/M6jKlXOxjH,NotEyewitness
"Philippines floods: +600,000 people affected; Manila submerged; tens of thousands have fled to higher ground http://t.co/Uvd4Q24hoe",NotEyewitness
"MANILA: More than 200,000 flood-battered residents of the Philippine capital fled their homes on Tuesday as... http://t.co/HEzKH8whKk",NotEyewitness
"prayers is the best we can do to help the victims of bagyong #maring, #PrayforThePhilippines.",NotEyewitness
"RT @varsitarianust: PAGASA, 7:30 pm: Heavy to intense rains expected over Metro Manila and nearby provinces for the next three hours. Flood…",NotEyewitness
RT @viceganda_quote: Helpful Hashtags  #RescuePH - for help #SAFENOW - if u've been rescued #FloodPH - for flood alerts #walangpasok - for …,NotEyewitness
RT @rapplerdotcom: You can also volunteer for #ReliefPH operations of other organizations. http://t.co/uECjXMvtXb http://t.co/yQa1HTMiCd,NotEyewitness
#RescuePH  #FloodPH WATER LEVEL as of  7:59 PM  Rosario JS CurrentLevel 15.43 mtrs ; CriticalLevel 15.00 mtrs ; LUBOG NG 0.43 Meters,NotEyewitness
"RT @cbcpnews: Southridge School (Muntinlupa City - near Hillsborough Village) accepts #reliefPH donations in cash &amp; in kind, preferably foo…",NotEyewitness
don't leave your babies! :( @PAWSPhilippines: PAWS Animal Rehab Center is now open for ANIMAL evacuees from the Marikina area. #MaringPH,NotEyewitness
What if hindi mag-subside ang baha sa Maynila? #MaringPH,NotEyewitness
A message for everyone! #staysafeanddry #unitephilippines #GodblessPH #maring #habagat @ St. Michael… http://t.co/63iamBvQMW,NotEyewitness
RT @jillianm18: Please help us spread the word! Be safe everyone! ☺ #PrayForThePhilippines #MaringPH #ACReliefOperations http://t.co/yiuSpw…,NotEyewitness
RT @ANCALERTS: PHOTO via @robertmanodzmm: Flood situation along Taft Avenue approaching Manila City Hall as of 8:30pm http://t.co/1BiolLmszM,NotEyewitness
RT @SavetheChildren: We are ready to respond as tens of thousands of #children flee from their homes in flood-hit Manila #Philippines  http…,NotEyewitness
"If you are stranded and near SM malls, SM malls to serve as shelter for flood victims. http://t.co/zgvEAwGYBf #floodPH",Eyewitness
is sleeping in new bed with a view from outside trees! omg #MaringPh,Eyewitness
RT @ShowbizBro899: #MaringPH move on move din pag may time. Wag gawing hang out ang Pinas. Masyado ka nag eenjoy e.,NotEyewitness
"RT @hideo_official: Help victims of Maring. Pls donate to the Red Cross. For SMART, please text RED &lt;10,25,50, or 100&gt; to 4143 GO #rescuePH",NotEyewitness
"The greatest of these is in the 3-5 pm of Monday, which made flood as high as a man. #MaringPH #PrayForThePhilippines #LolaKoSiMaringPH",NotEyewitness
@phoemelabaranda Enderun is targeting to cook meals for 4k pax to be delivered on Thurs. Pls send your donations to our campus! #ReliefPH,NotEyewitness
"RT @micohalili: If you work in the BGC area, you can drop off #ReliefPH donations at the @NuffnangPH ofc in BHS this week: http://t.co/enDc…",NotEyewitness
#floods Operation linis baha with my brother #maring #habagat #flood #bonding #brother http://t.co/bZL2ZCZQfM,Eyewitness
RT @theNYPDsbc: Let's all pray for a good weather tonight and the following days to come! Good night! #PrayForThePhilippines #MaringPH,Eyewitness
RT @ANCALERTS: Tropical Storm Maring expected to be out of PH Area of Responsibility by Wednesday #MaringPH,NotEyewitness
Things that you could do when you are stuck in the #traffic and the heavy #rain. #MaringPH http://t.co/bQNUqab0L0,NotEyewitness
RT @nikkaerfe: How to be a volunteer? Via Rappler @chitomirandajr #repost #reliefPH #PrayForThePhilippines #miracleshappen #PRAY http://t.c…,NotEyewitness
8 dead as floods inundate Metro Manila: Floodwater submerged more than half of Metro Manila as heavy downpour ... http://t.co/qy1ODJC3E9,NotEyewitness
FLOOD ALERT: FLOOD ALERT: FLOOD NEWS: Floods recede in Manila as thousands evacuated - MyFox Los Angeles ... http://t.co/qbsgioj28b,NotEyewitness
Floods recede in Manila as thousands evacuated,Eyewitness
WHAT THE F...kaloka. #maringph #maringtyphoon #typhoonmaring #floodph #spreaditout #godiswithus… http://t.co/T66eFCslSJ,NotEyewitness
RT @The_PLMSSC: REACH OUT FOR THOSE IN NEED!  Your simple gesture can help and touch lives. Be an ISKOmpanion! #RescuePH #WeAre1 http://t.c…,NotEyewitness
@ricorobles Enderun is targeting to cook meals for 4k pax to be delivered on Thurs. Pls send your donations to our campus! #ReliefPH,Eyewitness
@S23Channel Enderun is targeting to cook meals for 4k pax to be delivered on Thurs. Pls send your donations to our campus! #ReliefPH,NotEyewitness
"RT @JohnLloydCruzTM: RT @sharon_cuneta12: Thanks! RT @theGEEKchic: hello @sharon_cuneta12, this might be of help too. #fyi #MaringPH http:/…",NotEyewitness
RT @acidhousepost: The X-men finally found out who's behind all the rain in Manila #staydry #staysafe #xmen #maring #storm #manila http://t…,NotEyewitness
Donate to Philippine Flood Victims With Xoom http://t.co/0ZNCOsI4jZ,NotEyewitness
RT @aaron_aspi: #MAringPH from WorldVision staff Majo Gomez: Keep children away from floods to avoid flood-borne diseases @YouScoop http://…,NotEyewitness
Metro Manila will experience monsoon rains which may trigger flash floods and landslides.#MaringPH #Habagat #PanahonTV,NotEyewitness
"RT @ANCALERTS: Tropical Storm Maring still enhancing southwest monsoon, which is affecting Luzon &amp; Visayas #MaringPH",NotEyewitness
#walangpasok because of a holiday in the Philippines.  Hoping that the weather is much better. #FloodPH #MaringPH,NotEyewitness
"RT @WorldVisionPH: Affected families reached 170,000 mark. Children are most vulnerable. Help online http://t.co/67nWyPFsu1 #reliefPH http:…",NotEyewitness
"Ugh that didnt last long. Its raining again. Pls stopp #MaringPH, i need to do some work! #FloodPH #hopefullytherainstops #Philippines",Eyewitness
Now updated: #MindanaoHelpsManila page. Please see how you can help our kababayans in Luzon - http://t.co/8mRUT7BZaO #MaringPH #reliefPH,NotEyewitness
@ANCALERTS: PAGASA: Tropical Storm Maring left PH Area of Responsibility at 7am #MaringPH,NotEyewitness
RT @ANCALERTS: PAGASA: Tropical Storm Maring left PH Area of Responsibility at 7am #MaringPH,NotEyewitness
RT @Karen_DaviLa: GOOD NEWS! #MaringPH has just exited the Philippine Area of Responsibility - now live on #ANCHeadstart (Aug 21 before 9am),Eyewitness
babye #maring ...  outside the PAR but expect moderate to heavy rains ... #gmanewstv,NotEyewitness
"RT @victoryph: On this rainy Ninoy Aquino Day, thanks for helping our countrymen affected by the rains. http://t.co/iWx8bk5zIL #reliefPH #t…",NotEyewitness
RT @PanahonTV: 8:00AM | ADVISORY: #Habagat is forecast to weaken tomorrow evening. Gradual improvement of weather is (cont) http://t.co/r4M…,NotEyewitness
"RT @TagalogKowts: Lord, Please we're no Mariah Carey, We cant make it through the rain! Ondoy #TheConjuRAIN #FloodPH Keep Safe Everyone htt…",NotEyewitness
RT @PhilippineStar: List of areas placed under State of Calamity (as of 8:52 a.m.) http://t.co/tMgy5KJEEU #MaringPH #Habagat,NotEyewitness
"RT @MMDA: FLOOD UPDATE: as of 8:20 AM, Infront of Manila City Hall-gutter deep, PASSABLE. #mmda",NotEyewitness
"RT @dudeinterrupted: Dick Gordon in action, best Senator we could've had  - where are the winners??!! #FloodPH #TyphoonMaring http://t.co/W…",NotEyewitness
"RT @IamTeacherJulia: Hi Ms @gingerconejero As of 8:12AM, We need rice, bottled water, meds, &amp; toiletries @ UA&amp;P. #UNITAS #reliefPH http://t…",Eyewitness
"@PHLNewsOnline: PAGASA says #MaringPH has left the PH Area of Responsibility as of 7:00 AM, Aug 21.-- hooray!",NotEyewitness
".@ayalamuseum: ADVISORY: Museum and FHL will remain closed today, via @InqLearning #walangpasok #FloodPH",NotEyewitness
RT @JUDENITESgotit: Please donate any supplies to those people who was affected by the flood #MaringPH #sjcsFAMILY http://t.co/5LNJjclzhj,NotEyewitness
RT @RedCross: Our thoughts are with the workers at @PhilRedCross as they respond to Tropical Storm #Maring. http://t.co/sENG9zH9mR,NotEyewitness
"tama na ulan, okay? will be pack some food and clothes to those affected area here in cavite later. who wants to share? :) #MaringPH",NotEyewitness
There's a rainbow always after the rain. Good morning! Keep safe everyone. :-) #PrayForThePhilippines #MaringPH,Eyewitness
"RT @MMDA: FLOOD UPDATE(ALONG MANILA) as of 9:30 AM, Lagusnilad-NOT passable to ALL types of vehicles. Infront of (cont) http://t.co/KnRNUhi…",NotEyewitness
DongYan for #RescuePH. Send rescue request through text(SMS) text: RescuePH &lt; Name of person to… http://t.co/HEMRMckW3h,Eyewitness
RT @archievalencia: #teamvice at marikina giving snacks to the victims of typhoon #maring..@vicegandako pooh_tik… http://t.co/eKc8TjgZl2,NotEyewitness
RT @enjoyGLOBE: Updated list of Globe Libreng Tawag Stations for those affected by #MaringPH http://t.co/46mfpngboi,NotEyewitness
RT @raissapuno: 10% of proceeds from Monday's #MaximumGroovity9 will go to victims of #MaringPH (Habagat) @maximumgroovity http://t.co/V1z6…,Eyewitness
It’s never tough in an SUV. #SUV #toyota #thumbsup #fortuner #maring #typhoon #positive http://t.co/Si1D4ba007,Eyewitness
RT @LPUCavite: An appeal for help: https://t.co/UfBfa1k7wc Thank you #Lyceans #reliefPH,NotEyewitness
RT @dost_pagasa: #MaringPH will continue to enhance the Southwest Monsoon (#Habagat) that will bring moderate to heavy... http://t.co/U7V…,NotEyewitness
RT @bernardokath: “@EnderunColleges: We are still accepting donations until 4pm today for our kitchen operations.  #reliefPH #MaringPH http…,NotEyewitness
RT @OneMapua: Tropical Storm  #MARINGPH  has accelerated further and is now outside the Philippine Area of Responsibility (PAR).,NotEyewitness
"RT @ANCALERTS: Tropical Storm Maring still enhancing southwest monsoon, which is enhancing Luzon &amp; Visayas #MaringPH",NotEyewitness
RT @uap_usg: Volunteers now highly encouraged to come and help in repacking goods #unitas #reliefPH http://t.co/GfaUY3kqPL,NotEyewitness
"RT @EnderunColleges: We need food to cook (canned goods, rice) and food packaging for our kitchen operations to push through. #MaringPH #Re…",NotEyewitness
“@CatholicNewsSvc: Cardinal Tagle calls for unity in response to #Philippines flooding http://t.co/5FOEMmOAvp #MaringPH #FloodPH” @cbcpnews,NotEyewitness
RT @USTxNSTP: Got #reliefph?✔their timelines SBC @BVSBC   UP @USCupdiliman  ADMU @ateneodemanilau  ENDERUN @REACH_Enderun AC @AssumptionSC …,NotEyewitness
"Just when the sun was about to peek, heavy rains start falling again.  #Habagat",Eyewitness
RT @sharon_cuneta12: RT @inquirerdotnet: #MaringPH expected to exit Philippine area of responsibility by Wednesday evening ... http://t.co/…,NotEyewitness
RT @iamHunnyBee: How the Filipinos respond in times of crisis 🎣☔🍻 ~ http://t.co/4M9Od9M8z6 #MaringPH #comicReliefPH,NotEyewitness
Know how YOU can help the victims of Typhoon Maring/Habagat here: http://t.co/afI4JR1KS5 #ReliefPH,NotEyewitness
RT @dearscarjames: PAGASA issues YELLOW RAINFALL WARNING as of 1:30PM. Moderate to heavy rains are expected. #MaringPH #habagat,NotEyewitness
RT @TOSP_AC: #ReliefPH: UA&amp;P is having a relief drive and needs more food donations especially rice and canned goods via @jayarmira.,NotEyewitness
#reliefPH VOLUNTEERS! NROC &amp; @dswdserves need you! Pls call 851-2681/511-1259 #reliefPH #rescuePH. Here is the map http://t.co/ulMhtjsIeg,NotEyewitness
@UST_CSC Pls RT #reliefPH VOLUNTEERS! @dswdserves need you! Call 8512681/5111259 #reliefPH #rescuePH. Here's the map http://t.co/qXCsQahfK2,NotEyewitness
Done with @uapasia #reliefph now jumping to the real deal.... Meetings meetings for work. Leggo 👍👍,NotEyewitness
"RT @delabra28: @Team_ABRA: RT - Donate to RED CROSS via SMS, text RED &lt;space&gt; AMOUNT send it to 2899 (Globe) &amp; 4143 (Smart) #reliefPH mag…",NotEyewitness
RT: Mountaineers For #ReliefPH http://t.co/kz4NOqkDSn,NotEyewitness
RT @philredcross: #reliefPH is now trending in the Philippines. Use the hash tag for relief request. We are monitoring. Thank you! Keep saf…,NotEyewitness
RT @dswdserves: #reliefPH VOLUNTEERS! NROC &amp; @dswdserves need you! Pls call 851-2681/511-1259 #reliefPH #rescuePH. Here is the map http://t…,NotEyewitness
"From PINO Relief Ops in Pino Resto Bar Malingap QC needing Paper Napkins to wrap Sandwiches. Until 5pm only, see you.” #reliefPH",NotEyewitness
RT @GawadKalingaHQ: We need vehicles like SUVs/trucks/pick-ups to transport goods to affected areas. Contact Luke at 09178682118. #ReliefPH,NotEyewitness
"RT @TheVoiceABSCBN: Kapamilya, please take note of these #MaringPH hashtags that we can use for easy monitoring. http://t.co/og9d65AXOW",NotEyewitness
RT @gmanews: Monsoon rains to continue despite #MaringPH's departure from PAR http://t.co/inbc7oOYLE,NotEyewitness
Ideas are flooding my brain just like the floods soaking Metro Manila. They need to be flushed out. Keep dry my friends. Be safe.,NotEyewitness
